ds;dt;P;V
2019-01-28 04:00;653;0.4673;3.2
2019-01-28 05:00;654;0.5188;5.1
2019-01-28 06:00;655;0.7491;3.2
2019-01-28 07:00;656;0.761;5.4
2019-01-28 08:00;657;0.5643;2.9
2019-01-28 09:00;658;1.0586;6
2019-01-28 10:00;659;0.8237;5
2019-01-28 11:00;660;1.4282;4.9
2019-01-28 12:00;661;1.3127;5.9
2019-01-28 13:00;662;0.7154;3.9
2019-01-28 14:00;663;0.4996;3.7
2019-01-28 15:00;664;0.7762;4.4
2019-01-28 16:00;665;0.4772;4.2
2019-01-28 17:00;666;0.2779;3.6
2019-01-28 18:00;667;0.565;3.4
2019-01-28 19:00;668;1.9543;4.6
2019-01-28 20:00;669;2.97;7.3
2019-01-28 21:00;670;3.5871;8.4
2019-01-28 22:00;671;3.7904;8.7
2019-01-28 23:00;672;3.3997;8.2
2019-01-29 00:00;673;2.6407;7.9
2019-01-29 01:00;674;1.9846;6.8
2019-01-29 02:00;675;1.6817;5.3
2019-01-29 03:00;676;2.306;7.8
2019-01-29 04:00;677;2.6143;7
2019-01-29 05:00;678;0.7148;6.7
2019-01-29 06:00;679;0.1162;4.6
2019-01-29 07:00;680;0.235;2.2
2019-01-29 08:00;681;0.2336;4
2019-01-29 09:00;682;0;2.7
2019-01-29 10:00;683;0;1.9
2019-01-29 11:00;684;0.0224;1.4
2019-01-29 12:00;685;0.6475;3
2019-01-29 13:00;686;1.45;5
2019-01-29 14:00;687;2.2678;6.5
2019-01-29 15:00;688;1.8157;7.3
2019-01-29 16:00;689;1.0514;5.5
2019-01-29 17:00;690;0.664;4.6
2019-01-29 18:00;691;0.9306;4.6
2019-01-29 19:00;692;1.4764;5
2019-01-29 20:00;693;1.5167;5.8
2019-01-29 21:00;694;2.1542;6.8
2019-01-29 22:00;695;3.0235;7.3
2019-01-29 23:00;696;2.9304;7.4
2019-01-30 00:00;697;3.9626;8.1
2019-01-30 01:00;698;3.5653;8.3
2019-01-30 02:00;699;3.166;8.1
2019-01-30 03:00;700;2.3021;7.9
2019-01-30 04:00;701;1.2428;6.6
2019-01-30 05:00;702;1.0118;5
2019-01-30 06:00;703;1.4342;5.5
2019-01-30 07:00;704;1.9298;6.1
2019-01-30 08:00;705;1.3596;6.8
2019-01-30 09:00;706;1.3391;6
2019-01-30 10:00;707;1.3748;5.9
2019-01-30 11:00;708;1.324;6.3
2019-01-30 12:00;709;1.6177;6.1
2019-01-30 13:00;710;1.6724;6.6
2019-01-30 14:00;711;2.1061;6.3
2019-01-30 15:00;712;2.2546;7.4
2019-01-30 16:00;713;1.3193;6.9
2019-01-30 17:00;714;0.6435;4.4
2019-01-30 18:00;715;1.2038;4.9
2019-01-30 19:00;716;1.7332;6.4
2019-01-30 20:00;717;2.0209;6.4
2019-01-30 21:00;718;2.2744;7.6
2019-01-30 22:00;719;3.2386;7.7
2019-01-30 23:00;720;3.1033;8.3
2019-01-31 00:00;721;2.9502;7.2
2019-01-31 01:00;722;2.1542;7.4
2019-01-31 02:00;723;1.8916;6.4
2019-01-31 03:00;724;1.6262;6.1
2019-01-31 04:00;725;1.8388;6.3
2019-01-31 05:00;726;3.1297;7.2
2019-01-31 06:00;727;3.034;8.4
2019-01-31 07:00;728;2.3258;7.4
2019-01-31 08:00;729;2.7773;7.3
2019-01-31 09:00;730;3.04;8.6
2019-01-31 10:00;731;1.7299;6.5
2019-01-31 11:00;732;1.0336;6
2019-01-31 12:00;733;1.2078;5.7
2019-01-31 13:00;734;0.4303;5.6
2019-01-31 14:00;735;0.0099;2.9
2019-01-31 15:00;736;0.0436;0.9
2019-01-31 16:00;737;0.3835;4.6
2019-01-31 17:00;738;0.5089;4.3
2019-01-31 18:00;739;1.0573;4.5
2019-01-31 19:00;740;1.8368;5.5
2019-01-31 20:00;741;1.846;6.4
2019-01-31 21:00;742;1.6104;6.3
2019-01-31 22:00;743;1.6322;6.6
2019-01-31 23:00;744;0.7748;5.8
2019-02-01 00:00;745;0.8402;4.6
2019-02-01 01:00;746;0.8224;5
2019-02-01 02:00;747;0.4587;5
2019-02-01 03:00;748;0.2897;3
2019-02-01 04:00;749;0.0521;3.6
2019-02-01 05:00;750;0.1584;2.6
2019-02-01 06:00;751;0.8065;4.6
2019-02-01 07:00;752;1.4546;6.1
2019-02-01 08:00;753;1.85;6.1
2019-02-01 09:00;754;1.382;6.5
2019-02-01 10:00;755;0.6303;4.6
2019-02-01 11:00;756;0.4429;4.6
2019-02-01 12:00;757;0.7821;4
2019-02-01 13:00;758;0.3379;4.4
2019-02-01 14:00;759;0.2706;3.3
2019-02-01 15:00;760;0.099;4.5
2019-02-01 16:00;761;0.8488;1.9
2019-02-01 17:00;762;4.882;7.8
2019-02-01 18:00;763;0.365;6.3
2019-02-01 19:00;764;0.7808;5.3
2019-02-01 20:00;765;0.1472;4.7
2019-02-01 21:00;766;0.1129;3.1
2019-02-01 22:00;767;0.3742;3.5
2019-02-01 23:00;768;0.3214;4.2
2019-02-02 00:00;769;0.1888;3.5
2019-02-02 01:00;770;0.4409;3.4
2019-02-02 02:00;771;0.3901;3.7
2019-02-02 03:00;772;0.231;3.4
2019-02-02 04:00;773;0.9313;3.2
2019-02-02 05:00;774;1.2388;5.7
2019-02-02 06:00;775;1.8843;6.2
2019-02-02 07:00;776;1.1022;7
2019-02-02 08:00;777;0.0046;2.9
2019-02-02 09:00;778;0.394;1.9
2019-02-02 10:00;779;1.5074;6.7
2019-02-02 11:00;780;1.5767;7
2019-02-02 12:00;781;1.1715;5.9
2019-02-02 13:00;782;0.8996;4.7
2019-02-02 14:00;783;1.7002;5.7
2019-02-02 15:00;784;1.2593;7
2019-02-02 16:00;785;0.3505;4.1
2019-02-02 17:00;786;0.0007;2.8
2019-02-02 18:00;787;0.0099;1.9
2019-02-02 19:00;788;0.0482;2.5
2019-02-02 20:00;789;0.328;2.8
2019-02-02 21:00;790;0.4897;4.3
2019-02-02 22:00;791;0.4369;4.3
2019-02-02 23:00;792;0.9781;4.4
2019-02-03 00:00;793;0.9781;5.1
2019-02-03 01:00;794;0.8171;5.4
2019-02-03 02:00;795;0.4745;4.1
2019-02-03 03:00;796;0.1756;3.6
2019-02-03 04:00;797;0;1.7
2019-02-03 05:00;798;0.0673;2.8
2019-02-03 06:00;799;0.4429;3.3
2019-02-03 07:00;800;0.8026;4.4
2019-02-03 08:00;801;0.4481;5.2
2019-02-03 09:00;802;0;2.5
2019-02-03 10:00;803;0.1313;2.6
2019-02-03 11:00;804;0.3201;3.5
2019-02-03 12:00;805;0.3399;3.5
2019-02-03 13:00;806;0.4435;3.8
2019-02-03 14:00;807;0.3161;3.5
2019-02-03 15:00;808;0.4125;4.2
2019-02-03 16:00;809;0.2435;3.4
2019-02-03 17:00;810;0.0317;3.3
2019-02-03 18:00;811;0;1.9
2019-02-03 19:00;812;0.0323;1.9
2019-02-03 20:00;813;0.5141;3.2
2019-02-03 21:00;814;2.6737;5.2
2019-02-03 22:00;815;3.626;10.6
2019-02-03 23:00;816;1.9906;8.2
2019-02-04 00:00;817;3.6056;6.7
2019-02-04 01:00;818;3.9725;9.8
2019-02-04 02:00;819;3.7607;9.4
2019-02-04 03:00;820;3.7699;8.4
2019-02-04 04:00;821;2.6974;8.9
2019-02-04 05:00;822;0.458;3.2
2019-02-04 06:00;823;0.7352;4.7
2019-02-04 07:00;824;1.3933;5.2
2019-02-04 08:00;825;2.0526;5.9
2019-02-04 09:00;826;1.7417;7.2
2019-02-04 10:00;827;0.4858;5.6
2019-02-04 11:00;828;0;2
2019-02-04 12:00;829;0;0.8
2019-02-04 13:00;830;0.0007;1.8
2019-02-04 14:00;831;0.0066;2.8
2019-02-04 15:00;832;0;2.5
2019-02-04 16:00;833;0;2.4
2019-02-04 17:00;834;0;2.5
2019-02-04 18:00;835;0.0772;1.4
2019-02-04 19:00;836;0.9814;4
2019-02-04 20:00;837;1.4447;5.8
2019-02-04 21:00;838;1.2718;6.8
2019-02-04 22:00;839;2.3753;5.9
2019-02-04 23:00;840;1.7556;5.4
2019-02-05 00:00;841;2.9;6.4
2019-02-05 01:00;842;3.4181;8.2
2019-02-05 02:00;843;2.5654;8.1
2019-02-05 03:00;844;2.6367;7.1
2019-02-05 04:00;845;3.1548;7.2
2019-02-05 05:00;846;1.4282;7.8
2019-02-05 06:00;847;0.7643;5.2
2019-02-05 07:00;848;0.7676;4.4
2019-02-05 08:00;849;1.4362;5.7
2019-02-05 09:00;850;1.2052;6.1
2019-02-05 10:00;851;1.5101;6
2019-02-05 11:00;852;1.4164;5.4
2019-02-05 12:00;853;2.3773;6.6
2019-02-05 13:00;854;3.3686;8.8
2019-02-05 14:00;855;4.36;8.7
2019-02-05 15:00;856;3.0598;8.5
2019-02-05 16:00;857;1.2144;6.7
2019-02-05 17:00;858;0.8006;5
2019-02-05 18:00;859;0.9517;4.5
2019-02-05 19:00;860;0.9913;5.1
2019-02-05 20:00;861;1.5332;5.5
2019-02-05 21:00;862;1.8044;5.4
2019-02-05 22:00;863;1.6309;5.7
2019-02-05 23:00;864;0.8349;5.6
2019-02-06 00:00;865;0.1544;4.5
2019-02-06 01:00;866;0.2739;2.1
2019-02-06 02:00;867;1.7477;5.8
2019-02-06 03:00;868;2.1074;6.2
2019-02-06 04:00;869;0.297;5.2
2019-02-06 05:00;870;0.0277;2
2019-02-06 06:00;871;0;2
2019-02-06 07:00;872;0.2798;0.5
2019-02-06 08:00;873;0.132;3.9
2019-02-06 09:00;874;0.4759;2.5
2019-02-06 10:00;875;0.5887;4.7
2019-02-06 11:00;876;0.6501;4.1
2019-02-06 12:00;877;0.8078;4.7
2019-02-06 13:00;878;0.8177;4.2
2019-02-06 14:00;879;0.9887;5.6
2019-02-06 15:00;880;1.0184;4.6
2019-02-06 16:00;881;1.1629;5
2019-02-06 17:00;882;0.889;5.5
2019-02-06 18:00;883;1.6705;4.3
2019-02-06 19:00;884;1.7173;5.6
2019-02-06 20:00;885;2.5819;6.8
2019-02-06 21:00;886;2.8043;7.2
2019-02-06 22:00;887;2.6882;7.3
2019-02-06 23:00;888;1.8982;6.6
2019-02-07 00:00;889;1.3781;6.5
2019-02-07 01:00;890;1.3669;5.4
2019-02-07 02:00;891;1.3088;5.9
2019-02-07 03:00;892;0.526;4.7
2019-02-07 04:00;893;0.2666;3.8
2019-02-07 05:00;894;0.4811;3.7
2019-02-07 06:00;895;0.5214;4.5
2019-02-07 07:00;896;0.5234;4.2
2019-02-07 08:00;897;0.3333;3.8
2019-02-07 09:00;898;0.1419;3.3
2019-02-07 10:00;899;0;2.4
2019-02-07 11:00;900;0;2.2
2019-02-07 12:00;901;0;1.7
2019-02-07 13:00;902;0;0.3
2019-02-07 14:00;903;0;2.4
2019-02-07 15:00;904;0.0911;2.8
2019-02-07 16:00;905;0.2152;3.2
2019-02-07 17:00;906;0.066;3
2019-02-07 18:00;907;0.0007;2.5
2019-02-07 19:00;908;0.1043;2.3
2019-02-07 20:00;909;0.1624;3.4
2019-02-07 21:00;910;0.1478;2.8
2019-02-07 22:00;911;0.2244;3.4
2019-02-07 23:00;912;0.1511;3.4
2019-02-08 00:00;913;0.132;2.4
2019-02-08 01:00;914;0.2086;3
2019-02-08 02:00;915;0.4303;3.4
2019-02-08 03:00;916;0.3551;4.7
2019-02-08 04:00;917;0.3274;3.7
2019-02-08 05:00;918;0.5293;3.5
2019-02-08 06:00;919;1.5563;5
2019-02-08 07:00;920;2.5087;6.6
2019-02-08 08:00;921;2.9396;7.6
2019-02-08 09:00;922;2.9654;7.9
2019-02-08 10:00;923;3.3719;8.2
2019-02-08 11:00;924;3.6102;8.5
2019-02-08 12:00;925;2.8043;8
2019-02-08 13:00;926;2.7575;7.5
2019-02-08 14:00;927;3.2248;7.2
2019-02-08 15:00;928;3.9488;8.7
2019-02-08 16:00;929;3.632;8.7
2019-02-08 17:00;930;1.2949;7.4
2019-02-08 18:00;931;0;7.7
2019-02-08 19:00;932;0;7.7
2019-02-08 20:00;933;0;7.7
2019-02-08 21:00;934;0;7.7
2019-02-08 22:00;935;0;7.7
2019-02-08 23:00;936;0;7.7
2019-02-09 00:00;937;0;7.7
2019-02-09 01:00;938;0;7.7
2019-02-09 02:00;939;1.5992;8
2019-02-09 03:00;940;2.079;7.6
2019-02-09 04:00;941;2.145;7.8
2019-02-09 05:00;942;2.409;6.6
2019-02-09 06:00;943;2.4941;7.8
2019-02-09 07:00;944;3.4577;7.8
2019-02-09 08:00;945;3.296;8.5
2019-02-09 09:00;946;2.7113;7.9
2019-02-09 10:00;947;2.9997;7.9
2019-02-09 11:00;948;3.1812;7.6
2019-02-09 12:00;949;2.539;7.2
2019-02-09 13:00;950;3.496;7.6
2019-02-09 14:00;951;2.2955;8.7
2019-02-09 15:00;952;0.4;8.3
2019-02-09 16:00;953;0.2383;2.9
2019-02-09 17:00;954;0.5221;4.5
2019-02-09 18:00;955;0.8494;3.9
2019-02-09 19:00;956;0.3432;5.1
2019-02-09 20:00;957;0.3551;3.2
2019-02-09 21:00;958;0.3736;3.8
2019-02-09 22:00;959;0.3036;3.7
2019-02-09 23:00;960;0.2812;3
2019-02-10 00:00;961;0.1762;3.3
2019-02-10 01:00;962;0.1907;2.1
2019-02-10 02:00;963;0.5597;4.2
2019-02-10 03:00;964;0.262;3.3
2019-02-10 04:00;965;0.0092;3.1
2019-02-10 05:00;966;0;1.4
2019-02-10 06:00;967;0;0.3
2019-02-10 07:00;968;0;1.4
2019-02-10 08:00;969;0.3109;2.5
2019-02-10 09:00;970;1.6493;5.4
2019-02-10 10:00;971;1.7912;6.6
2019-02-10 11:00;972;3.6967;7.5
2019-02-10 12:00;973;1.3754;7.7
2019-02-10 13:00;974;0.3472;4.9
2019-02-10 14:00;975;4.5124;3.7
2019-02-10 15:00;976;2.1727;9.7
2019-02-10 16:00;977;0.2924;4.5
2019-02-10 17:00;978;0.4508;3
2019-02-10 18:00;979;1.1814;4.7
2019-02-10 19:00;980;0.6131;5
2019-02-10 20:00;981;0.3485;3.2
2019-02-10 21:00;982;0.5425;4
2019-02-10 22:00;983;0.5999;3.7
2019-02-10 23:00;984;0.9431;4.6
2019-02-11 00:00;985;0.7861;4.7
2019-02-11 01:00;986;0.559;4.4
2019-02-11 02:00;987;0.4389;4
2019-02-11 03:00;988;0.6468;4.1
2019-02-11 04:00;989;1.2012;5.1
2019-02-11 05:00;990;1.9259;5.6
2019-02-11 06:00;991;3.601;8.1
2019-02-11 07:00;992;3.659;8.3
2019-02-11 08:00;993;3.8933;9.1
2019-02-11 09:00;994;2.6242;6.9
2019-02-11 10:00;995;4.257;8.8
2019-02-11 11:00;996;3.8438;9.4
2019-02-11 12:00;997;4.6358;9.4
2019-02-11 13:00;998;3.0558;8.7
2019-02-11 14:00;999;1.7602;7.9
2019-02-11 15:00;1000;0.9887;5.2
2019-02-11 16:00;1001;0.4481;4.2
2019-02-11 17:00;1002;0.4151;4
2019-02-11 18:00;1003;0.5029;3.3
2019-02-11 19:00;1004;0.9511;5.3
2019-02-11 20:00;1005;1.1583;6.5
2019-02-11 21:00;1006;0.7313;6
2019-02-11 22:00;1007;0.3656;5.1
2019-02-11 23:00;1008;0.3769;4.8
2019-02-12 00:00;1009;0.7029;4.2
2019-02-12 01:00;1010;0.6217;4.9
2019-02-12 02:00;1011;0.3676;2.8
2019-02-12 03:00;1012;0.4237;5.6
2019-02-12 04:00;1013;0.2825;2.1
2019-02-12 05:00;1014;1.3807;5
2019-02-12 06:00;1015;0.6778;2
2019-02-12 07:00;1016;0.3274;2.9
2019-02-12 08:00;1017;0.2864;3.6
2019-02-12 09:00;1018;0.4508;3.3
2019-02-12 10:00;1019;0.4765;4.2
2019-02-12 11:00;1020;0.8283;3.7
2019-02-12 12:00;1021;1.5398;6
2019-02-12 13:00;1022;2.2975;6.4
2019-02-12 14:00;1023;2.5417;7.6
2019-02-12 15:00;1024;2.8578;7.6
2019-02-12 16:00;1025;2.3859;7
2019-02-12 17:00;1026;2.8756;7.3
2019-02-12 18:00;1027;3.2894;7.8
2019-02-12 19:00;1028;3.2551;7.8
2019-02-12 20:00;1029;3.6775;7.2
2019-02-12 21:00;1030;3.5653;9.1
2019-02-12 22:00;1031;2.7905;7
2019-02-12 23:00;1032;2.2315;7.4
2019-02-13 00:00;1033;1.3233;6.6
2019-02-13 01:00;1034;1.0395;4.4
2019-02-13 02:00;1035;0.7867;5.1
2019-02-13 03:00;1036;0.697;5.1
2019-02-13 04:00;1037;1.0791;4.8
2019-02-13 05:00;1038;1.4447;6.1
2019-02-13 06:00;1039;1.8031;5.5
2019-02-13 07:00;1040;2.5403;7.3
2019-02-13 08:00;1041;2.7694;7.9
2019-02-13 09:00;1042;2.0341;7.3
2019-02-13 10:00;1043;1.6876;6.3
2019-02-13 11:00;1044;0.7253;5.3
2019-02-13 12:00;1045;0.5557;3.8
2019-02-13 13:00;1046;0.9689;4.5
2019-02-13 14:00;1047;0.8349;4.9
2019-02-13 15:00;1048;0.5709;5
2019-02-13 16:00;1049;0.7115;3.9
2019-02-13 17:00;1050;0.9293;3.8
2019-02-13 18:00;1051;2.017;6.5
2019-02-13 19:00;1052;1.8355;7
2019-02-13 20:00;1053;2.0196;6.6
2019-02-13 21:00;1054;1.8005;6.3
2019-02-13 22:00;1055;1.7147;5.9
2019-02-13 23:00;1056;1.3893;5.6
2019-02-14 00:00;1057;1.2764;5.2
2019-02-14 01:00;1058;0.7306;5.3
2019-02-14 02:00;1059;0.4297;4.2
2019-02-14 03:00;1060;0.0396;3.4
2019-02-14 04:00;1061;0.0198;1.9
2019-02-14 05:00;1062;0.2257;2.9
2019-02-14 06:00;1063;0.6838;4.2
2019-02-14 07:00;1064;1.0778;5.1
2019-02-14 08:00;1065;1.0256;5
2019-02-14 09:00;1066;0.7933;4.5
2019-02-14 10:00;1067;0.8052;5.3
2019-02-14 11:00;1068;0.3478;4.5
2019-02-14 12:00;1069;0.1907;3.2
2019-02-14 13:00;1070;0.0053;2.9
2019-02-14 14:00;1071;0.0073;2.4
2019-02-14 15:00;1072;0.0746;2.8
2019-02-14 16:00;1073;0.1531;3
2019-02-14 17:00;1074;0.0752;3.3
2019-02-14 18:00;1075;0.0297;2.8
2019-02-14 19:00;1076;0.1564;3
2019-02-14 20:00;1077;0.13;3.3
2019-02-14 21:00;1078;0.1577;3.3
2019-02-14 22:00;1079;0.1181;2.8
2019-02-14 23:00;1080;0.002;2.6
2019-02-15 00:00;1081;0.0007;1.9
2019-02-15 01:00;1082;0.0766;2.5
2019-02-15 02:00;1083;0.3122;3.1
2019-02-15 03:00;1084;0.3749;4.1
2019-02-15 04:00;1085;0.5174;3.4
2019-02-15 05:00;1086;0.7313;4.2
2019-02-15 06:00;1087;1.9463;5.4
2019-02-15 07:00;1088;2.9779;6.7
2019-02-15 08:00;1089;3.1271;7.8
2019-02-15 09:00;1090;3.0169;7.8
2019-02-15 10:00;1091;3.106;7.5
2019-02-15 11:00;1092;3.2155;7.7
2019-02-15 12:00;1093;3.4551;8.4
2019-02-15 13:00;1094;3.0274;8
2019-02-15 14:00;1095;2.6123;7.6
2019-02-15 15:00;1096;2.6281;7.4
2019-02-15 16:00;1097;2.411;7.1
2019-02-15 17:00;1098;1.052;6.1
2019-02-15 18:00;1099;0.9775;4.8
2019-02-15 19:00;1100;1.291;5.3
2019-02-15 20:00;1101;1.9463;6
2019-02-15 21:00;1102;1.8916;7.3
2019-02-15 22:00;1103;1.4758;6.4
2019-02-15 23:00;1104;1.0652;5.5
2019-02-16 00:00;1105;0.889;5.1
2019-02-16 01:00;1106;0.8059;4.9
2019-02-16 02:00;1107;0.7339;4.8
2019-02-16 03:00;1108;0.8923;4.8
2019-02-16 04:00;1109;1.2613;5
2019-02-16 05:00;1110;2.908;6.8
2019-02-16 06:00;1111;3.403;8.1
2019-02-16 07:00;1112;3.3231;8.4
2019-02-16 08:00;1113;2.8736;8.1
2019-02-16 09:00;1114;2.5938;7.2
2019-02-16 10:00;1115;2.1899;7.5
2019-02-16 11:00;1116;1.7186;5.8
2019-02-16 12:00;1117;1.5305;5.9
2019-02-16 13:00;1118;1.1141;6.3
2019-02-16 14:00;1119;1.188;6
2019-02-16 15:00;1120;0.5089;5.3
2019-02-16 16:00;1121;0.1822;3.5
2019-02-16 17:00;1122;0.4402;3.4
2019-02-16 18:00;1123;0.4066;4
2019-02-16 19:00;1124;0.2746;4.4
2019-02-16 20:00;1125;0.5095;4.2
2019-02-16 21:00;1126;0.7649;4.6
2019-02-16 22:00;1127;0.1241;3.6
2019-02-16 23:00;1128;0.068;4.3
2019-02-17 00:00;1129;0.0561;2.1
2019-02-17 01:00;1130;0.0145;2.7
2019-02-17 02:00;1131;0.0271;2.8
2019-02-17 03:00;1132;0;2.1
2019-02-17 04:00;1133;0;1.7
2019-02-17 05:00;1134;0;1.8
2019-02-17 06:00;1135;0;1.2
2019-02-17 07:00;1136;0;1.7
2019-02-17 08:00;1137;0;1.9
2019-02-17 09:00;1138;0;2.4
2019-02-17 10:00;1139;0;2
2019-02-17 11:00;1140;0.0106;2.4
2019-02-17 12:00;1141;0.004;2.8
2019-02-17 13:00;1142;0;2.3
2019-02-17 14:00;1143;0;2.5
2019-02-17 15:00;1144;0.0086;2.2
2019-02-17 16:00;1145;0.2053;2.7
2019-02-17 17:00;1146;0.1676;3.4
2019-02-17 18:00;1147;0.128;2.8
2019-02-17 19:00;1148;0.6752;3.7
2019-02-17 20:00;1149;0.5524;4.1
2019-02-17 21:00;1150;0.6475;4.4
2019-02-17 22:00;1151;0.9458;4.9
2019-02-17 23:00;1152;1.0771;5.4
2019-02-18 00:00;1153;0.6904;4.8
2019-02-18 01:00;1154;0.6547;4.5
2019-02-18 02:00;1155;0.6158;4.3
2019-02-18 03:00;1156;0.8125;4.4
2019-02-18 04:00;1157;1.1154;4.8
2019-02-18 05:00;1158;2.1166;6.1
2019-02-18 06:00;1159;2.1839;6.8
2019-02-18 07:00;1160;2.3113;6.6
2019-02-18 08:00;1161;1.877;7.4
2019-02-18 09:00;1162;1.6064;6.2
2019-02-18 10:00;1163;0.9319;5.5
2019-02-18 11:00;1164;1.2203;5
2019-02-18 12:00;1165;0.5815;5.4
2019-02-18 13:00;1166;0.5135;4
2019-02-18 14:00;1167;0.0462;3.6
2019-02-18 15:00;1168;0;2.6
2019-02-18 16:00;1169;0;1.8
2019-02-18 17:00;1170;0;0.8
2019-02-18 18:00;1171;0.0007;1.3
2019-02-18 19:00;1172;0.1122;2.7
2019-02-18 20:00;1173;0.3821;3.6
2019-02-18 21:00;1174;0.5432;3.9
2019-02-18 22:00;1175;0.9794;4.8
2019-02-18 23:00;1176;0.9398;5.3
2019-02-19 00:00;1177;0.8468;4.4
2019-02-19 01:00;1178;0.6706;4.1
2019-02-19 02:00;1179;1.3253;5.5
2019-02-19 03:00;1180;1.8876;6.1
2019-02-19 04:00;1181;0.9656;6.3
2019-02-19 05:00;1182;1.3411;5.1
2019-02-19 06:00;1183;1.5332;6.1
2019-02-19 07:00;1184;0.6277;6.1
2019-02-19 08:00;1185;0.4963;3.8
2019-02-19 09:00;1186;2.1014;7.2
2019-02-19 10:00;1187;2.4532;6.9
2019-02-19 11:00;1188;2.1707;6.9
2019-02-19 12:00;1189;2.4565;6.2
2019-02-19 13:00;1190;1.1352;6.2
2019-02-19 14:00;1191;1.0837;4.7
2019-02-19 15:00;1192;2.4856;6.2
2019-02-19 16:00;1193;1.7516;6.8
2019-02-19 17:00;1194;1.8533;6.2
2019-02-19 18:00;1195;1.5622;6.7
2019-02-19 19:00;1196;1.6632;5.3
2019-02-19 20:00;1197;2.0506;7
2019-02-19 21:00;1198;1.2692;6.8
2019-02-19 22:00;1199;1.1451;5.6
2019-02-19 23:00;1200;0.9517;5.1
2019-02-20 00:00;1201;1.78;4.7
2019-02-20 01:00;1202;2.8981;7.9
2019-02-20 02:00;1203;1.7457;7
2019-02-20 03:00;1204;0.8415;5.4
2019-02-20 04:00;1205;0.6217;3.9
2019-02-20 05:00;1206;0.7709;4.6
2019-02-20 06:00;1207;0.6666;4.7
2019-02-20 07:00;1208;1.4216;4.8
2019-02-20 08:00;1209;1.4078;6.6
2019-02-20 09:00;1210;1.2758;6.1
2019-02-20 10:00;1211;1.4777;5.5
2019-02-20 11:00;1212;1.1213;5.9
2019-02-20 12:00;1213;0.5227;5
2019-02-20 13:00;1214;0.7458;3.9
2019-02-20 14:00;1215;1.1068;5.7
2019-02-20 15:00;1216;0.8507;5.5
2019-02-20 16:00;1217;0.697;4.6
2019-02-20 17:00;1218;0.1379;3.6
2019-02-20 18:00;1219;0.002;2.5
2019-02-20 19:00;1220;0.2858;2.2
2019-02-20 20:00;1221;0.7973;3.7
2019-02-20 21:00;1222;1.0791;5.2
2019-02-20 22:00;1223;1.4263;5
2019-02-20 23:00;1224;1.1312;5.7
2019-02-21 00:00;1225;3.2967;8.5
2019-02-21 01:00;1226;0.5485;5.3
2019-02-21 02:00;1227;0.3353;3.1
2019-02-21 03:00;1228;0.625;4.4
2019-02-21 04:00;1229;2.2519;4.7
2019-02-21 05:00;1230;1.1075;5.7
2019-02-21 06:00;1231;2.7944;5.6
2019-02-21 07:00;1232;0.5135;6
2019-02-21 08:00;1233;1.522;4
2019-02-21 09:00;1234;1.184;6.1
2019-02-21 10:00;1235;1.0804;5.2
2019-02-21 11:00;1236;1.0124;5.1
2019-02-21 12:00;1237;1.1477;4.7
2019-02-21 13:00;1238;1.2243;5.7
2019-02-21 14:00;1239;1.2817;5.6
2019-02-21 15:00;1240;1.2863;5.4
2019-02-21 16:00;1241;0.9445;5.4
2019-02-21 17:00;1242;1.652;5.1
2019-02-21 18:00;1243;1.5517;6.3
2019-02-21 19:00;1244;2.1285;6.4
2019-02-21 20:00;1245;2.6888;7.2
2019-02-21 21:00;1246;2.77;8.5
2019-02-21 22:00;1247;2.6974;8.3
2019-02-21 23:00;1248;2.3714;8.3
2019-02-22 00:00;1249;3.8709;5.7
2019-02-22 01:00;1250;2.7707;8.3
2019-02-22 02:00;1251;1.918;4.3
2019-02-22 03:00;1252;1.5899;7.5
2019-02-22 04:00;1253;1.852;6.2
2019-02-22 05:00;1254;2.0539;6.3
2019-02-22 06:00;1255;2.1516;6.8
2019-02-22 07:00;1256;2.2968;6.5
2019-02-22 08:00;1257;1.5101;6.3
2019-02-22 09:00;1258;2.0163;6.3
2019-02-22 10:00;1259;1.9675;6.6
2019-02-22 11:00;1260;1.714;5.4
2019-02-22 12:00;1261;1.5985;6.2
2019-02-22 13:00;1262;1.9061;5.8
2019-02-22 14:00;1263;2.378;6.7
2019-02-22 15:00;1264;1.8949;6.6
2019-02-22 16:00;1265;1.0771;6.1
2019-02-22 17:00;1266;0.895;4.9
2019-02-22 18:00;1267;1.8025;6
2019-02-22 19:00;1268;1.8658;6.3
2019-02-22 20:00;1269;1.8044;6.9
2019-02-22 21:00;1270;2.141;7.2
2019-02-22 22:00;1271;2.0321;7.9
2019-02-22 23:00;1272;2.5502;7.4
2019-02-23 00:00;1273;1.753;7.1
2019-02-23 01:00;1274;1.3312;6.1
2019-02-23 02:00;1275;1.093;6
2019-02-23 03:00;1276;1.0619;4
2019-02-23 04:00;1277;0.5815;5.3
2019-02-23 05:00;1278;0.9372;3.9
2019-02-23 06:00;1279;0.7379;5.3
2019-02-23 07:00;1280;0.8679;4.9
2019-02-23 08:00;1281;1.0435;5.6
2019-02-23 09:00;1282;0.8138;5.1
2019-02-23 10:00;1283;0.6092;4.9
2019-02-23 11:00;1284;0.7075;4.5
2019-02-23 12:00;1285;1.0633;5.2
2019-02-23 13:00;1286;0.9781;5.8
2019-02-23 14:00;1287;0.7207;4.6
2019-02-23 15:00;1288;1.1392;5.7
2019-02-23 16:00;1289;1.5748;6.3
