ds;dt;P;V
2019-03-21 15:00;1912;0.3029;4.4
2019-03-21 16:00;1913;0.493;3.8
2019-03-21 17:00;1914;0.4204;4.8
2019-03-21 18:00;1915;0.2462;3.9
2019-03-21 19:00;1916;0.1148;3.8
2019-03-21 20:00;1917;0.1366;3.1
2019-03-21 21:00;1918;0.4719;4.1
2019-03-21 22:00;1919;0.6838;4.8
2019-03-21 23:00;1920;0.6349;4.9
2019-03-22 00:00;1921;0.5933;4.3
2019-03-22 01:00;1922;0.6626;4.1
2019-03-22 02:00;1923;0.5102;4.7
2019-03-22 03:00;1924;0.3003;4.6
2019-03-22 04:00;1925;0.1115;4
2019-03-22 05:00;1926;0.202;3.6
2019-03-22 06:00;1927;0.1828;3.8
2019-03-22 07:00;1928;0.4297;4.2
2019-03-22 08:00;1929;0.4435;4.3
2019-03-22 09:00;1930;0.7557;4.5
2019-03-22 10:00;1931;0.326;5.5
2019-03-22 11:00;1932;0.161;3.6
2019-03-22 12:00;1933;0.1782;3.5
2019-03-22 13:00;1934;0.3538;4
2019-03-22 14:00;1935;0.8158;5.6
2019-03-22 15:00;1936;0.4184;4.9
2019-03-22 16:00;1937;0.5386;4.2
2019-03-22 17:00;1938;0.3927;5
2019-03-22 18:00;1939;0.0409;3.6
2019-03-22 19:00;1940;0;1.8
2019-03-22 20:00;1941;0.0396;1.9
2019-03-22 21:00;1942;0.3359;3.8
2019-03-22 22:00;1943;0.3148;4.3
2019-03-22 23:00;1944;0.1934;3.8
2019-03-23 00:00;1945;0.1234;3
2019-03-23 01:00;1946;0.1465;3.3
2019-03-23 02:00;1947;0.0845;3.1
2019-03-23 03:00;1948;0.0488;3.6
2019-03-23 04:00;1949;0;2
2019-03-23 05:00;1950;0;1.9
2019-03-23 06:00;1951;0;2
2019-03-23 07:00;1952;0;2.1
2019-03-23 08:00;1953;0.0099;2.4
2019-03-23 09:00;1954;0.0554;3.2
2019-03-23 10:00;1955;0.2303;3.4
2019-03-23 11:00;1956;0.495;4.6
2019-03-23 12:00;1957;0.1828;3.9
2019-03-23 13:00;1958;0.1003;3.1
2019-03-23 14:00;1959;0.0673;3.7
2019-03-23 15:00;1960;0.0007;3.1
2019-03-23 16:00;1961;0.1624;2.6
2019-03-23 17:00;1962;0.2845;3.3
2019-03-23 18:00;1963;0.0198;3.2
2019-03-23 19:00;1964;0;2
2019-03-23 20:00;1965;0.1756;2.7
2019-03-23 21:00;1966;0.2356;3.8
2019-03-23 22:00;1967;0.4712;4.1
2019-03-23 23:00;1968;0.5927;4.5
2019-03-24 00:00;1969;0.2383;5.7
2019-03-24 01:00;1970;0.3076;4
2019-03-24 02:00;1971;0.2719;4.4
2019-03-24 03:00;1972;0.2053;2.7
2019-03-24 04:00;1973;0.6508;4
2019-03-24 05:00;1974;0.8758;5.6
2019-03-24 06:00;1975;0.7696;4.7
2019-03-24 07:00;1976;0.7181;4.7
2019-03-24 08:00;1977;0.5518;4.8
2019-03-24 09:00;1978;0.3313;4.2
2019-03-24 10:00;1979;0.2713;3.4
2019-03-24 11:00;1980;0.3518;4
2019-03-24 12:00;1981;0.6851;4.7
2019-03-24 13:00;1982;0.7702;4.4
2019-03-24 14:00;1983;0.7465;4.3
2019-03-24 15:00;1984;0.5894;4.7
2019-03-24 16:00;1985;0.1056;3.2
2019-03-24 17:00;1986;0.1333;3.9
2019-03-24 18:00;1987;0.3069;4.6
2019-03-24 19:00;1988;0.1267;3.6
2019-03-24 20:00;1989;0.1201;3.5
2019-03-24 21:00;1990;0.5656;3.8
2019-03-24 22:00;1991;0.8039;4.1
2019-03-24 23:00;1992;1.0237;5.1
2019-03-25 00:00;1993;1.5926;5.6
2019-03-25 01:00;1994;1.5662;6.8
2019-03-25 02:00;1995;1.2071;5.6
2019-03-25 03:00;1996;0.9042;5.6
2019-03-25 04:00;1997;0.6673;5.3
2019-03-25 05:00;1998;0.7689;4.5
2019-03-25 06:00;1999;1.0243;4.8
2019-03-25 07:00;2000;1.1088;5.7
2019-03-25 08:00;2001;1.1029;5.3
2019-03-25 09:00;2002;0.5966;5.2
2019-03-25 10:00;2003;0.2831;4.5
2019-03-25 11:00;2004;0.2587;3.7
2019-03-25 12:00;2005;0.5359;3.9
2019-03-25 13:00;2006;0.5498;5.3
2019-03-25 14:00;2007;0.6778;4.8
2019-03-25 15:00;2008;0.0904;4.2
2019-03-25 16:00;2009;0;2.5
2019-03-25 17:00;2010;0;2.9
2019-03-25 18:00;2011;0;2.8
2019-03-25 19:00;2012;0;2.8
2019-03-25 20:00;2013;0;2.8
2019-03-25 21:00;2014;0.0152;2.8
2019-03-25 22:00;2015;0.1604;3.2
2019-03-25 23:00;2016;0.0304;3.2
2019-03-26 00:00;2017;0.0581;2.2
2019-03-26 01:00;2018;0.1604;3.9
2019-03-26 02:00;2019;0.0917;3.4
2019-03-26 03:00;2020;0;2.9
2019-03-26 04:00;2021;0;2.4
2019-03-26 05:00;2022;0;1.9
2019-03-26 06:00;2023;0;2.9
2019-03-26 07:00;2024;0;2.1
2019-03-26 08:00;2025;0;1.8
2019-03-26 09:00;2026;0;1.5
2019-03-26 10:00;2027;0;2.2
2019-03-26 11:00;2028;0;2.7
2019-03-26 12:00;2029;0;2.3
2019-03-26 13:00;2030;0;0.7
2019-03-26 14:00;2031;0;1.9
2019-03-26 15:00;2032;0.0825;2.6
2019-03-26 16:00;2033;0.3023;4
2019-03-26 17:00;2034;0.5399;4.2
2019-03-26 18:00;2035;0.4217;4.6
2019-03-26 19:00;2036;0.2251;4
2019-03-26 20:00;2037;0.2369;3.3
2019-03-26 21:00;2038;0.4033;4.2
2019-03-26 22:00;2039;0.8653;4.4
2019-03-26 23:00;2040;0.8798;5.3
2019-03-27 00:00;2041;0.6646;5.2
2019-03-27 01:00;2042;1.2428;5.3
2019-03-27 02:00;2043;1.4678;6
2019-03-27 03:00;2044;1.5715;6.4
2019-03-27 04:00;2045;1.7305;6.2
2019-03-27 05:00;2046;2.2605;6.8
2019-03-27 06:00;2047;2.7113;6.9
2019-03-27 07:00;2048;1.9866;7.3
2019-03-27 08:00;2049;1.0857;6.1
2019-03-27 09:00;2050;0.4429;4.8
2019-03-27 10:00;2051;0.1313;3.6
2019-03-27 11:00;2052;0.0442;3.1
2019-03-27 12:00;2053;0.3142;2.8
2019-03-27 13:00;2054;0.5405;4.8
2019-03-27 14:00;2055;0.4191;4.1
2019-03-27 15:00;2056;0.5049;4.5
2019-03-27 16:00;2057;0.7267;4.6
2019-03-27 17:00;2058;0.3927;4.5
2019-03-27 18:00;2059;0.559;4.7
2019-03-27 19:00;2060;0.5491;4.8
2019-03-27 20:00;2061;0.4257;4
2019-03-27 21:00;2062;0.4145;5
2019-03-27 22:00;2063;0.3194;3.8
2019-03-27 23:00;2064;0.2871;3.6
2019-03-28 00:00;2065;0.5108;3.6
2019-03-28 01:00;2066;0.4851;4.4
2019-03-28 02:00;2067;0.433;4
2019-03-28 03:00;2068;0.6844;4.5
2019-03-28 04:00;2069;0.788;5.6
2019-03-28 05:00;2070;0.5432;4.6
2019-03-28 06:00;2071;0.9999;4.9
2019-03-28 07:00;2072;1.0633;5.2
2019-03-28 08:00;2073;1.0745;5.8
2019-03-28 09:00;2074;0.4957;4.8
2019-03-28 10:00;2075;0.0541;3.6
2019-03-28 11:00;2076;0.2726;3.5
2019-03-28 12:00;2077;0.7953;5.2
2019-03-28 13:00;2078;0.7181;4.9
2019-03-28 14:00;2079;0.8006;5.2
2019-03-28 15:00;2080;0.532;4.3
2019-03-28 16:00;2081;0.6442;4.4
2019-03-28 17:00;2082;0.3775;4.6
2019-03-28 18:00;2083;0.1954;3.1
2019-03-28 19:00;2084;0.4712;4.3
2019-03-28 20:00;2085;0.6072;4.4
2019-03-28 21:00;2086;0.6092;4.4
2019-03-28 22:00;2087;0.493;4.2
2019-03-28 23:00;2088;0.9088;4.4
2019-03-29 00:00;2089;0.961;5.4
2019-03-29 01:00;2090;0.6158;5.6
2019-03-29 02:00;2091;0.6857;4.5
2019-03-29 03:00;2092;0.8065;5
2019-03-29 04:00;2093;1.2078;5
2019-03-29 05:00;2094;1.6401;6.3
2019-03-29 06:00;2095;1.683;6.2
2019-03-29 07:00;2096;1.8355;5.9
2019-03-29 08:00;2097;1.7503;6.4
2019-03-29 09:00;2098;1.6243;6.5
2019-03-29 10:00;2099;1.3781;5.6
2019-03-29 11:00;2100;1.8724;6.3
2019-03-29 12:00;2101;1.2962;5.9
2019-03-29 13:00;2102;1.3609;5.6
2019-03-29 14:00;2103;1.5114;5.8
2019-03-29 15:00;2104;1.9529;6.1
2019-03-29 16:00;2105;1.2085;6.3
2019-03-29 17:00;2106;0.7748;4.8
2019-03-29 18:00;2107;0.7399;4.6
2019-03-29 19:00;2108;1.0058;5.6
2019-03-29 20:00;2109;0.8996;5.3
2019-03-29 21:00;2110;1.0157;5.3
2019-03-29 22:00;2111;0.8725;5.8
2019-03-29 23:00;2112;1.3999;5.8
2019-03-30 00:00;2113;1.1418;6.1
2019-03-30 01:00;2114;0.6316;5.1
2019-03-30 02:00;2115;0.9973;4.7
2019-03-30 03:00;2116;1.1299;5.9
2019-03-30 04:00;2117;1.0388;5.4
2019-03-30 05:00;2118;1.1477;5.4
2019-03-30 06:00;2119;1.5253;6
2019-03-30 07:00;2120;1.3332;5.5
2019-03-30 08:00;2121;0.9016;4.9
2019-03-30 09:00;2122;1.1306;5.2
2019-03-30 10:00;2123;1.025;5.8
2019-03-30 11:00;2124;0.4198;4.4
2019-03-30 12:00;2125;0.3188;3.8
2019-03-30 13:00;2126;0.7247;4.3
2019-03-30 14:00;2127;0.5465;4
2019-03-30 15:00;2128;0.9596;5.3
2019-03-30 16:00;2129;0.988;5.4
2019-03-30 17:00;2130;1.2923;5.7
2019-03-30 18:00;2131;0.8758;5.4
2019-03-30 19:00;2132;0.9359;4.9
2019-03-30 20:00;2133;1.0474;5.2
2019-03-30 21:00;2134;0.7465;5.4
2019-03-30 22:00;2135;1.3471;4.6
2019-03-30 23:00;2136;1.7114;7
2019-03-31 00:00;2137;1.9919;6.3
2019-03-31 01:00;2138;1.4711;7
2019-03-31 02:00;2139;2.0315;5.6
2019-03-31 03:00;2140;1.6856;7
2019-03-31 04:00;2141;2.2136;6.4
2019-03-31 05:00;2142;2.4512;6.4
2019-03-31 06:00;2143;2.2361;7
2019-03-31 07:00;2144;2.5773;7
2019-03-31 08:00;2145;3.362;7.3
2019-03-31 09:00;2146;3.7019;8.5
2019-03-31 10:00;2147;3.0974;7.7
2019-03-31 11:00;2148;2.809;7.2
2019-03-31 12:00;2149;2.5938;7.1
2019-03-31 13:00;2150;2.2737;6.8
2019-03-31 14:00;2151;1.7048;6.8
2019-03-31 15:00;2152;1.8117;6.3
2019-03-31 16:00;2153;2.2282;6.3
2019-03-31 17:00;2154;1.7912;6.2
2019-03-31 18:00;2155;1.0144;5.5
2019-03-31 19:00;2156;0.9009;4.5
2019-03-31 20:00;2157;0.9273;5.5
2019-03-31 21:00;2158;0.8534;5.5
2019-03-31 22:00;2159;0.8402;4.9
2019-03-31 23:00;2160;1.3517;6
