ds;dt;y;i;T
2019-02-22 11:00;1260;3.958;651;12.2
2019-02-22 12:00;1261;4.175;764;16.2
2019-02-22 13:00;1262;4.132;811;18
2019-02-22 14:00;1263;3.834;777;19.1
2019-02-22 15:00;1264;3.241;684;19.1
2019-02-22 16:00;1265;2.332;533;18.9
2019-02-22 17:00;1266;1.135;329;18.2
2019-02-22 18:00;1267;0.073;96;16.1
2019-02-22 19:00;1268;0;1;16.1
2019-02-22 20:00;1269;0;0;13.9
2019-02-22 21:00;1270;0;0;12.3
2019-02-22 22:00;1271;0;0;10.8
2019-02-22 23:00;1272;0;0;8.2
2019-02-23 00:00;1273;0;1;7.7
2019-02-23 01:00;1274;0;1;6.6
2019-02-23 02:00;1275;0;0;5.2
2019-02-23 03:00;1276;0;0;3.4
2019-02-23 04:00;1277;0;0;3.6
2019-02-23 05:00;1278;0;0;3.5
2019-02-23 06:00;1279;0;0;3.1
2019-02-23 07:00;1280;0.129;1;3.8
2019-02-23 08:00;1281;1.59;84;5.8
2019-02-23 09:00;1282;2.778;291;8.1
2019-02-23 10:00;1283;3.638;488;10.2
2019-02-23 11:00;1284;4.173;656;11.9
2019-02-23 12:00;1285;4.419;772;13.9
2019-02-23 13:00;1286;4.4;828;14.1
2019-02-23 14:00;1287;4.111;807;14.2
2019-02-23 15:00;1288;3.529;712;14.2
2019-02-23 16:00;1289;2.606;556;14.1
2019-02-23 17:00;1290;1.335;353;13.1
2019-02-23 18:00;1291;0.107;133;11.1
2019-02-23 19:00;1292;0;3;8.3
2019-02-23 20:00;1293;0;0;7.1
2019-02-23 21:00;1294;0;0;6.1
2019-02-23 22:00;1295;0;0;3.5
2019-02-23 23:00;1296;0;0;3.6
2019-02-24 00:00;1297;0;0;3.7
2019-02-24 01:00;1298;0;0;1.8
2019-02-24 02:00;1299;0;0;2.1
2019-02-24 03:00;1300;0;0;-1.9
2019-02-24 04:00;1301;0;0;-4.1
2019-02-24 05:00;1302;0;0;-3
2019-02-24 06:00;1303;0;0;-4.3
2019-02-24 07:00;1304;0.16;1;-2.5
2019-02-24 08:00;1305;1.701;92;0.8
2019-02-24 09:00;1306;2.893;302;3.7
2019-02-24 10:00;1307;3.72;512;6.8
2019-02-24 11:00;1308;4.217;681;8.9
2019-02-24 12:00;1309;4.437;796;11.7
2019-02-24 13:00;1310;4.379;846;14
2019-02-24 14:00;1311;4.006;821;15.3
2019-02-24 15:00;1312;3.243;681;15.5
2019-02-24 16:00;1313;2.386;520;15.9
2019-02-24 17:00;1314;1.292;318;14.8
2019-02-24 18:00;1315;0.097;110;12.2
2019-02-24 19:00;1316;0;4;10.2
2019-02-24 20:00;1317;0;0;8.9
2019-02-24 21:00;1318;0;0;5.2
2019-02-24 22:00;1319;0;0;3.6
2019-02-24 23:00;1320;0;0;4
2019-02-25 00:00;1321;0;0;2.7
2019-02-25 01:00;1322;0;0;2.9
2019-02-25 02:00;1323;0;0;1.4
2019-02-25 03:00;1324;0;0;-2.9
2019-02-25 04:00;1325;0;0;-0.2
2019-02-25 05:00;1326;0;0;-0.9
2019-02-25 06:00;1327;0;0;-3.7
2019-02-25 07:00;1328;0.139;1;-1.7
2019-02-25 08:00;1329;1.551;89;3.1
2019-02-25 09:00;1330;2.739;298;6.1
2019-02-25 10:00;1331;3.572;508;9.5
2019-02-25 11:00;1332;4.058;680;12.2
2019-02-25 12:00;1333;4.26;794;15.2
2019-02-25 13:00;1334;4.201;840;18.5
2019-02-25 14:00;1335;3.896;812;21.3
2019-02-25 15:00;1336;3.206;688;22.2
2019-02-25 16:00;1337;1.807;511;23.3
2019-02-25 17:00;1338;0.752;277;22.5
2019-02-25 18:00;1339;0.054;104;18.8
2019-02-25 19:00;1340;0;3;15.4
2019-02-25 20:00;1341;0;0;13.9
2019-02-25 21:00;1342;0;0;12.1
2019-02-25 22:00;1343;0;0;11.7
2019-02-25 23:00;1344;0;0;9.3
2019-02-26 00:00;1345;0;0;9.9
2019-02-26 01:00;1346;0;0;7.9
2019-02-26 02:00;1347;0;0;6.5
2019-02-26 03:00;1348;0;0;6.5
2019-02-26 04:00;1349;0;0;5.7
2019-02-26 05:00;1350;0;0;6.9
2019-02-26 06:00;1351;0;0;2
2019-02-26 07:00;1352;0.076;1;4.3
2019-02-26 08:00;1353;1.221;82;8
2019-02-26 09:00;1354;2.645;303;11.4
2019-02-26 10:00;1355;3.454;509;14.8
2019-02-26 11:00;1356;3.94;678;17.9
2019-02-26 12:00;1357;4.162;819;20.2
2019-02-26 13:00;1358;4.125;838;21.8
2019-02-26 14:00;1359;3.833;810;23.1
2019-02-26 15:00;1360;3.263;715;23.7
2019-02-26 16:00;1361;2.401;558;23.8
2019-02-26 17:00;1362;1.24;354;23.5
2019-02-26 18:00;1363;0.081;137;20.5
2019-02-26 19:00;1364;0;4;18.6
2019-02-26 20:00;1365;0;0;15.6
2019-02-26 21:00;1366;0;0;13.7
2019-02-26 22:00;1367;0;0;10.9
2019-02-26 23:00;1368;0;0;11.3
2019-02-27 00:00;1369;0;0;9.5
2019-02-27 01:00;1370;0;0;10.4
2019-02-27 02:00;1371;0;0;8.3
2019-02-27 03:00;1372;0;0;7.9
2019-02-27 04:00;1373;0;0;9.3
2019-02-27 05:00;1374;0;0;4.8
2019-02-27 06:00;1375;0;0;5.9
2019-02-27 07:00;1376;0.045;1;4.8
2019-02-27 08:00;1377;0.397;54;9.8
2019-02-27 09:00;1378;0.678;140;13.2
2019-02-27 10:00;1379;0.937;284;16.7
2019-02-27 11:00;1380;1.065;524;19.9
2019-02-27 12:00;1381;1.25;528;20.9
2019-02-27 13:00;1382;1.281;370;21.6
2019-02-27 14:00;1383;1.06;210;22.2
2019-02-27 15:00;1384;0.876;419;21.8
2019-02-27 16:00;1385;0.806;371;21.4
2019-02-27 17:00;1386;0.501;219;20.2
2019-02-27 18:00;1387;0.057;89;17.8
2019-02-27 19:00;1388;0;4;13.6
2019-02-27 20:00;1389;0;0;12.6
2019-02-27 21:00;1390;0;0;11.7
2019-02-27 22:00;1391;0;0;11
2019-02-27 23:00;1392;0;0;9.1
2019-02-28 00:00;1393;0;0;8.7
2019-02-28 01:00;1394;0;0;6.5
2019-02-28 02:00;1395;0;0;4.3
2019-02-28 03:00;1396;0;0;3.3
2019-02-28 04:00;1397;0;0;3.1
2019-02-28 05:00;1398;0;0;2.9
2019-02-28 06:00;1399;0;0;2.2
2019-02-28 07:00;1400;0.16;2;1.1
2019-02-28 08:00;1401;1.485;100;5.7
2019-02-28 09:00;1402;2.617;331;9.2
2019-02-28 10:00;1403;3.394;389;13.2
2019-02-28 11:00;1404;3.865;561;15.8
2019-02-28 12:00;1405;4.106;768;18.9
2019-02-28 13:00;1406;4.07;838;22.7
2019-02-28 14:00;1407;3.776;799;23
2019-02-28 15:00;1408;3.215;711;23.5
2019-02-28 16:00;1409;2.362;556;24.2
2019-02-28 17:00;1410;1.223;355;23.6
2019-02-28 18:00;1411;0.126;137;20.7
2019-02-28 19:00;1412;0;6;14.3
2019-02-28 20:00;1413;0;0;11.3
2019-02-28 21:00;1414;0;0;11.8
2019-02-28 22:00;1415;0;0;11.9
2019-02-28 23:00;1416;0;0;9.5
2019-03-01 00:00;1417;0;0;8.8
2019-03-01 01:00;1418;0;0;8.2
2019-03-01 02:00;1419;0;0;8.9
2019-03-01 03:00;1420;0;0;8.2
2019-03-01 04:00;1421;0;0;5.9
2019-03-01 05:00;1422;0;0;3.7
2019-03-01 06:00;1423;0;0;4.3
2019-03-01 07:00;1424;0.15;1;6.2
2019-03-01 08:00;1425;1.469;61;8.6
2019-03-01 09:00;1426;2.545;222;13.5
2019-03-01 10:00;1427;3.208;453;13.5
2019-03-01 11:00;1428;3.804;663;21.2
2019-03-01 12:00;1429;3.945;764;23.4
2019-03-01 13:00;1430;3.879;811;25
2019-03-01 14:00;1431;3.736;745;25.9
2019-03-01 15:00;1432;3.185;686;25.9
2019-03-01 16:00;1433;1.823;493;25.7
2019-03-01 17:00;1434;0.877;164;24.4
2019-03-01 18:00;1435;0.058;126;22.2
2019-03-01 19:00;1436;0;10;19.5
2019-03-01 20:00;1437;0;0;15.7
2019-03-01 21:00;1438;0;0;13.4
2019-03-01 22:00;1439;0;0;11.1
2019-03-01 23:00;1440;0;0;10.2
2019-03-02 00:00;1441;0;0;11.3
2019-03-02 01:00;1442;0;0;12
2019-03-02 02:00;1443;0;0;11.5
2019-03-02 03:00;1444;0;0;9.5
2019-03-02 04:00;1445;0;0;7.3
2019-03-02 05:00;1446;0;0;5.8
2019-03-02 06:00;1447;0;0;4.4
2019-03-02 07:00;1448;0.088;1;4.8
2019-03-02 08:00;1449;0.963;19;4.4
2019-03-02 09:00;1450;2.208;74;5.7
2019-03-02 10:00;1451;2.765;253;6.9
2019-03-02 11:00;1452;3.218;471;8.8
2019-03-02 12:00;1453;3.546;550;10.9
2019-03-02 13:00;1454;3.487;501;13.2
2019-03-02 14:00;1455;3.228;591;15.8
2019-03-02 15:00;1456;2.916;653;19
2019-03-02 16:00;1457;2.104;515;21
2019-03-02 17:00;1458;0.968;276;21.9
2019-03-02 18:00;1459;0.091;106;18.7
2019-03-02 19:00;1460;0;6;14.5
2019-03-02 20:00;1461;0;0;16.7
2019-03-02 21:00;1462;0;0;14.7
2019-03-02 22:00;1463;0;0;12.2
2019-03-02 23:00;1464;0;0;10.4
2019-03-03 00:00;1465;0;0;9
2019-03-03 01:00;1466;0;0;9.3
2019-03-03 02:00;1467;0;0;6.8
2019-03-03 03:00;1468;0;0;5.7
2019-03-03 04:00;1469;0;0;3.7
2019-03-03 05:00;1470;0;0;2.9
2019-03-03 06:00;1471;0;0;3.1
2019-03-03 07:00;1472;0.177;1;3.5
2019-03-03 08:00;1473;1.424;22;2.5
2019-03-03 09:00;1474;2.537;78;3
2019-03-03 10:00;1475;3.321;161;2.8
2019-03-03 11:00;1476;3.716;187;2.6
2019-03-03 12:00;1477;3.926;168;2.6
2019-03-03 13:00;1478;3.881;171;3
2019-03-03 14:00;1479;3.762;124;-0.1
2019-03-03 15:00;1480;3.206;131;-1.1
2019-03-03 16:00;1481;2.314;101;-1.4
2019-03-03 17:00;1482;1.179;62;-2.2
2019-03-03 18:00;1483;0.134;20;-2.4
2019-03-03 19:00;1484;0;0;-2.4
2019-03-03 20:00;1485;0;0;-2.4
2019-03-03 21:00;1486;0;0;-2.5
2019-03-03 22:00;1487;0;0;-2.5
2019-03-03 23:00;1488;0;0;-2.5
2019-03-04 00:00;1489;0;0;-3
2019-03-04 01:00;1490;0;0;-3
2019-03-04 02:00;1491;0;0;-3.6
2019-03-04 03:00;1492;0;0;-4
2019-03-04 04:00;1493;0;0;-4.2
2019-03-04 05:00;1494;0;0;-4.8
2019-03-04 06:00;1495;0;0;-5.3
2019-03-04 07:00;1496;0.09;3;-5.3
2019-03-04 08:00;1497;0.825;11;-5.5
2019-03-04 09:00;1498;1.819;58;-5.9
2019-03-04 10:00;1499;2.581;113;-5.2
2019-03-04 11:00;1500;3.253;114;-5
2019-03-04 12:00;1501;3.745;120;-4.3
2019-03-04 13:00;1502;4.098;193;-3.3
2019-03-04 14:00;1503;4.006;264;-2.2
2019-03-04 15:00;1504;3.464;206;-1.6
2019-03-04 16:00;1505;2.519;189;-1.4
2019-03-04 17:00;1506;1.3;107;-1
2019-03-04 18:00;1507;0.159;55;-1.6
2019-03-04 19:00;1508;0;5;-2.4
2019-03-04 20:00;1509;0;0;-2.6
2019-03-04 21:00;1510;0;0;-3.5
2019-03-04 22:00;1511;0;0;-4.1
2019-03-04 23:00;1512;0;0;-4.6
2019-03-05 00:00;1513;0;0;-5.4
2019-03-05 01:00;1514;0;0;-5.4
2019-03-05 02:00;1515;0;0;-6.3
2019-03-05 03:00;1516;0;0;-6.9
2019-03-05 04:00;1517;0;0;-8.2
2019-03-05 05:00;1518;0;0;-8.4
2019-03-05 06:00;1519;0;0;-7.3
2019-03-05 07:00;1520;0.228;4;-7.2
2019-03-05 08:00;1521;1.611;127;-5.1
2019-03-05 09:00;1522;2.816;333;-3.6
2019-03-05 10:00;1523;3.685;541;-2
2019-03-05 11:00;1524;4.216;709;0.1
2019-03-05 12:00;1525;4.457;821;3.1
2019-03-05 13:00;1526;4.399;864;4.3
2019-03-05 14:00;1527;4.074;836;6
2019-03-05 15:00;1528;3.458;737;7
2019-03-05 16:00;1529;2.551;578;7.6
2019-03-05 17:00;1530;1.323;373;7.6
2019-03-05 18:00;1531;0.175;154;6
2019-03-05 19:00;1532;0;6;2.7
2019-03-05 20:00;1533;0;0;1.8
2019-03-05 21:00;1534;0;0;0.6
2019-03-05 22:00;1535;0;0;-1
2019-03-05 23:00;1536;0;0;-1.6
2019-03-06 00:00;1537;0;0;-0.7
2019-03-06 01:00;1538;0;0;-1.9
2019-03-06 02:00;1539;0;0;-2.6
2019-03-06 03:00;1540;0;0;-2.7
2019-03-06 04:00;1541;0;0;-2.2
2019-03-06 05:00;1542;0;0;-2.3
2019-03-06 06:00;1543;0;0;-2.7
2019-03-06 07:00;1544;0.122;2;-2.1
2019-03-06 08:00;1545;1.277;103;-0.7
2019-03-06 09:00;1546;2.629;300;2.8
2019-03-06 10:00;1547;3.506;544;5.9
2019-03-06 11:00;1548;4.018;709;8.3
2019-03-06 12:00;1549;4.218;820;10.6
2019-03-06 13:00;1550;4.142;863;13.4
2019-03-06 14:00;1551;3.823;833;15.9
2019-03-06 15:00;1552;3.25;737;17.9
2019-03-06 16:00;1553;2.415;582;19.4
2019-03-06 17:00;1554;1.308;342;19.3
2019-03-06 18:00;1555;0.183;141;16.7
2019-03-06 19:00;1556;0;8;13.1
2019-03-06 20:00;1557;0;0;10.9
2019-03-06 21:00;1558;0;0;9.6
2019-03-06 22:00;1559;0;0;8.9
2019-03-06 23:00;1560;0;0;13
2019-03-07 00:00;1561;0;0;7.3
2019-03-07 01:00;1562;0;0;7.2
2019-03-07 02:00;1563;0;0;5.2
2019-03-07 03:00;1564;0;0;4.5
2019-03-07 04:00;1565;0;0;4.5
2019-03-07 05:00;1566;0;0;3.5
2019-03-07 06:00;1567;0;0;4.9
2019-03-07 07:00;1568;0.14;2;4.7
2019-03-07 08:00;1569;1.066;49;8.1
2019-03-07 09:00;1570;2.014;132;10.9
2019-03-07 10:00;1571;2.623;202;14
2019-03-07 11:00;1572;1.999;294;16.9
2019-03-07 12:00;1573;1.608;273;23.9
2019-03-07 13:00;1574;1.71;286;23.4
2019-03-07 14:00;1575;1.87;209;24.9
2019-03-07 15:00;1576;1.702;188;24.9
2019-03-07 16:00;1577;1.519;165;25.4
2019-03-07 17:00;1578;0.995;137;24.9
2019-03-07 18:00;1579;0.092;92;22.6
2019-03-07 19:00;1580;0;5;19.7
2019-03-07 20:00;1581;0;0;17.4
2019-03-07 21:00;1582;0;0;17.4
2019-03-07 22:00;1583;0;0;16.5
2019-03-07 23:00;1584;0;0;14.1
2019-03-08 00:00;1585;0;0;14.9
2019-03-08 01:00;1586;0;0;14.6
2019-03-08 02:00;1587;0;0;12.5
2019-03-08 03:00;1588;0;0;13.8
2019-03-08 04:00;1589;0;0;11.9
2019-03-08 05:00;1590;0;0;12.3
2019-03-08 06:00;1591;0;0;14.2
2019-03-08 07:00;1592;0.061;1;14.6
2019-03-08 08:00;1593;0.477;50;16.9
2019-03-08 09:00;1594;0.831;144;17.4
2019-03-08 10:00;1595;1.144;213;20
2019-03-08 11:00;1596;1.355;289;23.5
2019-03-08 12:00;1597;1.252;302;26
2019-03-08 13:00;1598;1.154;216;25.4
2019-03-08 14:00;1599;1.14;226;24.1
2019-03-08 15:00;1600;0.951;151;24.3
2019-03-08 16:00;1601;0.742;92;23
2019-03-08 17:00;1602;0.272;53;19.1
2019-03-08 18:00;1603;0.02;17;17
2019-03-08 19:00;1604;0;2;15
2019-03-08 20:00;1605;0;0;14.3
2019-03-08 21:00;1606;0;0;13.3
2019-03-08 22:00;1607;0;0;13.1
2019-03-08 23:00;1608;0;0;13.4
2019-03-09 00:00;1609;0;0;10.8
2019-03-09 01:00;1610;0;0;9.9
2019-03-09 02:00;1611;0;0;8.7
2019-03-09 03:00;1612;0;0;7
2019-03-09 04:00;1613;0;0;4.6
2019-03-09 05:00;1614;0;0;4
2019-03-09 06:00;1615;0;1;4
2019-03-09 07:00;1616;0.282;6;4.3
2019-03-09 08:00;1617;1.623;142;8
2019-03-09 09:00;1618;2.767;363;10.5
2019-03-09 10:00;1619;3.58;573;12.7
2019-03-09 11:00;1620;4.076;740;14.8
2019-03-09 12:00;1621;4.29;853;16.6
2019-03-09 13:00;1622;4.239;875;17.2
2019-03-09 14:00;1623;3.921;865;18.5
2019-03-09 15:00;1624;3.247;731;19
2019-03-09 16:00;1625;1.846;570;19.6
2019-03-09 17:00;1626;0.725;359;18.6
2019-03-09 18:00;1627;0.071;128;15.8
2019-03-09 19:00;1628;0;6;13.8
2019-03-09 20:00;1629;0;0;13.4
2019-03-09 21:00;1630;0;0;13.2
2019-03-09 22:00;1631;0;0;13.1
2019-03-09 23:00;1632;0;0;12.2
2019-03-10 00:00;1633;0;0;10.9
2019-03-10 01:00;1634;0;0;10.3
2019-03-10 02:00;1635;0;0;11.1
2019-03-10 03:00;1636;0;0;10
2019-03-10 04:00;1637;0;0;10
2019-03-10 05:00;1638;0;0;9.6
2019-03-10 06:00;1639;0;0;9.1
2019-03-10 07:00;1640;0.042;2;9.6
2019-03-10 08:00;1641;0.369;52;10.5
2019-03-10 09:00;1642;0.927;117;12.3
2019-03-10 10:00;1643;1.557;212;12.5
2019-03-10 11:00;1644;2.103;369;13.8
2019-03-10 12:00;1645;2.816;477;15.9
2019-03-10 13:00;1646;2.826;705;17.3
2019-03-10 14:00;1647;2.251;678;19.1
2019-03-10 15:00;1648;1.728;314;19.6
2019-03-10 16:00;1649;1.127;297;19.3
2019-03-10 17:00;1650;0.484;203;17.4
2019-03-10 18:00;1651;0.048;65;16.2
2019-03-10 19:00;1652;0;4;15.6
2019-03-10 20:00;1653;0;0;14
2019-03-10 21:00;1654;0;0;13.3
2019-03-10 22:00;1655;0;0;12.3
2019-03-10 23:00;1656;0;0;11.1
2019-03-11 00:00;1657;0;0;10
2019-03-11 01:00;1658;0;0;9
2019-03-11 02:00;1659;0;0;8.7
2019-03-11 03:00;1660;0;0;8
2019-03-11 04:00;1661;0;0;7.4
2019-03-11 05:00;1662;0;0;6.5
2019-03-11 06:00;1663;0;0;6
2019-03-11 07:00;1664;0.188;3;5.7
2019-03-11 08:00;1665;0.89;62;7
2019-03-11 09:00;1666;1.772;211;8.7
2019-03-11 10:00;1667;2.695;323;9.8
2019-03-11 11:00;1668;3.506;360;11.1
2019-03-11 12:00;1669;3.488;327;12.7
2019-03-11 13:00;1670;2.799;418;13.2
2019-03-11 14:00;1671;2.249;256;13.7
2019-03-11 15:00;1672;1.112;153;14.9
2019-03-11 16:00;1673;0.521;188;13.4
2019-03-11 17:00;1674;0.185;77;12.4
2019-03-11 18:00;1675;0.012;24;12
2019-03-11 19:00;1676;0;1;11.3
2019-03-11 20:00;1677;0;0;10.8
2019-03-11 21:00;1678;0;0;10.8
2019-03-11 22:00;1679;0;0;10.1
2019-03-11 23:00;1680;0;0;9.7
2019-03-12 00:00;1681;0;0;10
2019-03-12 01:00;1682;0;0;10
2019-03-12 02:00;1683;0;0;9.9
2019-03-12 03:00;1684;0;0;9.7
2019-03-12 04:00;1685;0;0;9.9
2019-03-12 05:00;1686;0;0;9.9
2019-03-12 06:00;1687;0;0;9.7
2019-03-12 07:00;1688;0.062;1;9.9
2019-03-12 08:00;1689;0.546;24;10.5
2019-03-12 09:00;1690;1.039;115;11.6
2019-03-12 10:00;1691;1.3;236;12.6
2019-03-12 11:00;1692;1.407;123;12.1
2019-03-12 12:00;1693;1.787;96;13
2019-03-12 13:00;1694;2.272;100;12.9
2019-03-12 14:00;1695;2.528;56;13.2
2019-03-12 15:00;1696;1.703;45;13.5
2019-03-12 16:00;1697;1.051;30;14.9
2019-03-12 17:00;1698;0.354;17;15.1
2019-03-12 18:00;1699;0.047;9;12.8
2019-03-12 19:00;1700;0;9;11.7
2019-03-12 20:00;1701;0;0;9.9
2019-03-12 21:00;1702;0;0;9.5
2019-03-12 22:00;1703;0;0;8.1
2019-03-12 23:00;1704;0;0;7.7
2019-03-13 00:00;1705;0;0;6.9
2019-03-13 01:00;1706;0;0;6.3
2019-03-13 02:00;1707;0;0;5.8
2019-03-13 03:00;1708;0;0;4.6
2019-03-13 04:00;1709;0;0;5.8
2019-03-13 05:00;1710;0;0;5.2
2019-03-13 06:00;1711;0;1;5
2019-03-13 07:00;1712;0.317;9;7.1
2019-03-13 08:00;1713;1.573;155;8.4
2019-03-13 09:00;1714;2.708;374;10.1
2019-03-13 10:00;1715;3.466;583;11.5
2019-03-13 11:00;1716;3.608;749;11.9
2019-03-13 12:00;1717;3.563;857;13.3
2019-03-13 13:00;1718;3.608;868;14.1
2019-03-13 14:00;1719;3.407;851;14.1
2019-03-13 15:00;1720;2.988;775;14.9
2019-03-13 16:00;1721;2.144;599;14.1
2019-03-13 17:00;1722;1.121;334;13.3
2019-03-13 18:00;1723;0.186;109;9.2
2019-03-13 19:00;1724;0;6;9.5
2019-03-13 20:00;1725;0;0;8.9
2019-03-13 21:00;1726;0;0;7.6
2019-03-13 22:00;1727;0;0;8.9
2019-03-13 23:00;1728;0;0;4.8
2019-03-14 00:00;1729;0;0;5.4
2019-03-14 01:00;1730;0;0;3.3
2019-03-14 02:00;1731;0;0;5.3
2019-03-14 03:00;1732;0;0;4.6
2019-03-14 04:00;1733;0;0;2.9
2019-03-14 05:00;1734;0;0;3.2
2019-03-14 06:00;1735;0;1;0.7
2019-03-14 07:00;1736;0.346;11;2.9
2019-03-14 08:00;1737;1.644;165;6
2019-03-14 09:00;1738;2.801;393;7.8
2019-03-14 10:00;1739;3.613;630;9.4
2019-03-14 11:00;1740;4.053;758;9.7
2019-03-14 12:00;1741;4.162;620;10.5
2019-03-14 13:00;1742;4.075;481;10.6
2019-03-14 14:00;1743;3.761;698;12.4
2019-03-14 15:00;1744;3.253;559;12.1
2019-03-14 16:00;1745;2.287;416;11.7
2019-03-14 17:00;1746;1.252;204;11.6
2019-03-14 18:00;1747;0.21;50;10.4
2019-03-14 19:00;1748;0;5;8.9
2019-03-14 20:00;1749;0;0;7.6
2019-03-14 21:00;1750;0;0;6.1
2019-03-14 22:00;1751;0;0;5.1
2019-03-14 23:00;1752;0;0;4.6
2019-03-15 00:00;1753;0;0;3.7
2019-03-15 01:00;1754;0;0;3.1
2019-03-15 02:00;1755;0;0;2.1
2019-03-15 03:00;1756;0;0;0.8
2019-03-15 04:00;1757;0;0;-0.7
2019-03-15 05:00;1758;0;0;-0.6
2019-03-15 06:00;1759;0;2;-1.8
2019-03-15 07:00;1760;0.359;12;-0.9
2019-03-15 08:00;1761;1.676;166;1.7
2019-03-15 09:00;1762;2.843;390;2.9
2019-03-15 10:00;1763;3.686;601;4.7
2019-03-15 11:00;1764;4.204;770;5.7
2019-03-15 12:00;1765;4.43;877;7.4
2019-03-15 13:00;1766;4.385;898;7.7
2019-03-15 14:00;1767;4.069;766;8.4
2019-03-15 15:00;1768;3.455;625;8
2019-03-15 16:00;1769;2.42;515;8.7
2019-03-15 17:00;1770;1.096;348;9
2019-03-15 18:00;1771;0.13;130;8.7
2019-03-15 19:00;1772;0;10;6.7
2019-03-15 20:00;1773;0;0;4.3
2019-03-15 21:00;1774;0;0;4.5
2019-03-15 22:00;1775;0;0;3
2019-03-15 23:00;1776;0;0;3
2019-03-16 00:00;1777;0;0;3
2019-03-16 01:00;1778;0;0;3.2
2019-03-16 02:00;1779;0;0;1.9
2019-03-16 03:00;1780;0;0;2.4
2019-03-16 04:00;1781;0;0;1.9
2019-03-16 05:00;1782;0;0;1.9
2019-03-16 06:00;1783;0;1;1.3
2019-03-16 07:00;1784;0.217;7;1.1
2019-03-16 08:00;1785;0.998;84;3.2
2019-03-16 09:00;1786;1.623;253;5.1
2019-03-16 10:00;1787;1.953;393;6.3
2019-03-16 11:00;1788;2.181;629;7.6
2019-03-16 12:00;1789;2.169;597;7.3
2019-03-16 13:00;1790;2.001;598;7.6
2019-03-16 14:00;1791;1.82;485;9.1
2019-03-16 15:00;1792;1.643;446;7.9
2019-03-16 16:00;1793;1.362;494;7.5
2019-03-16 17:00;1794;0.787;244;6.9
2019-03-16 18:00;1795;0.139;77;6.4
2019-03-16 19:00;1796;0;9;5.8
2019-03-16 20:00;1797;0;0;5.6
2019-03-16 21:00;1798;0;0;5.8
2019-03-16 22:00;1799;0;0;5.8
2019-03-16 23:00;1800;0;0;5
2019-03-17 00:00;1801;0;0;3.9
2019-03-17 01:00;1802;0;0;2.2
2019-03-17 02:00;1803;0;0;2.6
2019-03-17 03:00;1804;0;0;2.2
2019-03-17 04:00;1805;0;0;1
2019-03-17 05:00;1806;0;0;0.8
2019-03-17 06:00;1807;0;2;0.2
2019-03-17 07:00;1808;0.349;14;0.9
2019-03-17 08:00;1809;1.585;166;3.8
2019-03-17 09:00;1810;2.706;385;6.6
2019-03-17 10:00;1811;3.531;592;8.7
2019-03-17 11:00;1812;4.048;760;10.5
2019-03-17 12:00;1813;4.281;869;12.2
2019-03-17 13:00;1814;4.246;910;14
2019-03-17 14:00;1815;3.952;877;14.9
2019-03-17 15:00;1816;3.377;774;14.9
2019-03-17 16:00;1817;2.534;611;15.4
2019-03-17 17:00;1818;1.422;405;14.9
2019-03-17 18:00;1819;0.269;182;13.8
2019-03-17 19:00;1820;0;17;10.2
2019-03-17 20:00;1821;0;0;9
2019-03-17 21:00;1822;0;0;7.2
2019-03-17 22:00;1823;0;0;5.7
2019-03-17 23:00;1824;0;0;5.7
2019-03-18 00:00;1825;0;0;3.6
2019-03-18 01:00;1826;0;0;4.6
2019-03-18 02:00;1827;0;0;3.5
2019-03-18 03:00;1828;0;0;2.7
2019-03-18 04:00;1829;0;0;2.3
2019-03-18 05:00;1830;0;0;1.3
2019-03-18 06:00;1831;0;2;1.2
2019-03-18 07:00;1832;0.371;15;2.3
2019-03-18 08:00;1833;1.606;173;5.7
2019-03-18 09:00;1834;2.707;392;8.2
2019-03-18 10:00;1835;3.505;600;10.5
2019-03-18 11:00;1836;4.011;767;12.9
2019-03-18 12:00;1837;4.242;878;14.3
2019-03-18 13:00;1838;4.129;918;14.9
2019-03-18 14:00;1839;3.848;884;15.6
2019-03-18 15:00;1840;3.347;777;16.4
2019-03-18 16:00;1841;2.502;611;15.8
2019-03-18 17:00;1842;1.408;365;15.3
2019-03-18 18:00;1843;0.275;184;13.9
2019-03-18 19:00;1844;0;17;10.8
2019-03-18 20:00;1845;0;0;9.1
2019-03-18 21:00;1846;0;0;7.9
2019-03-18 22:00;1847;0;0;6.2
2019-03-18 23:00;1848;0;0;5.9
2019-03-19 00:00;1849;0;0;5.1
2019-03-19 01:00;1850;0;0;3.2
2019-03-19 02:00;1851;0;0;2.5
2019-03-19 03:00;1852;0;0;2.3
2019-03-19 04:00;1853;0;0;1.1
2019-03-19 05:00;1854;0;0;0.8
2019-03-19 06:00;1855;0;2;0.8
2019-03-19 07:00;1856;0.372;17;3.1
2019-03-19 08:00;1857;1.568;177;7
2019-03-19 09:00;1858;2.651;397;10.5
2019-03-19 10:00;1859;3.438;604;13.8
2019-03-19 11:00;1860;3.921;771;15.5
2019-03-19 12:00;1861;4.1;883;17.5
2019-03-19 13:00;1862;3.954;920;18.8
2019-03-19 14:00;1863;3.454;891;19.8
2019-03-19 15:00;1864;2.645;515;20.3
2019-03-19 16:00;1865;1.78;507;20
2019-03-19 17:00;1866;0.829;398;19.4
2019-03-19 18:00;1867;0.148;165;17.4
2019-03-19 19:00;1868;0;17;14
2019-03-19 20:00;1869;0;0;13.2
